date,M1: realised_demand,M2: scheduled_demand,M3: shifted_load,M4: total_generation,M5: savings_on_ToD,M6: energy_costs
2021-08-17,"{'hh3_consumption [kWh]_1': 27.597912183584732, 'hh3_consumption [kWh]_2': 27.747350567237454, 'Office 1_3': 548.1473599999999, 'Office 2_5': 324.99472000000003, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 373012.943468918}","{'hh3_consumption [kWh]_1': 27.597912183584732, 'hh3_consumption [kWh]_2': 27.747350567237454, 'Office 1_3': 1479.0, 'Office 2_5': 819.2, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 373012.943468918}","{""hh3_consumption [kWh]_1"": 0.3537779699501806, ""hh3_consumption [kWh]_2"": 0.3000003691163462, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 31.28300469638964, ""EV_bus_charging_station_8"": 6134.329049879627}","{""<class 'model.agents.Solar'>"": 319911.69792}","{""hh3_consumption [kWh]_1"": 0.11985290065972218, ""hh3_consumption [kWh]_2"": 0.10163412504923577, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 10.598056331042882, ""EV_bus_charging_station_8"": 2078.1879955182203}","{""hh3_consumption [kWh]_1"": 10.255428908732918, ""hh3_consumption [kWh]_2"": 10.306055644346786, ""Office 1_3"": 186.6071708399781, ""Office 2_5"": 111.0075194607781, ""school_mbo_7"": 832.6912088001305, ""EV_bus_charging_station_8"": 126370.23079661922}"
2021-08-18,"{'hh3_consumption [kWh]_1': 26.19815449501698, 'hh3_consumption [kWh]_2': 26.32366438844982, 'Office 1_3': 374.31280000000004, 'Office 2_5': 341.1256, 'school_mbo_7': 2437.3566114369532, 'EV_bus_charging_station_8': 387240.0}","{'hh3_consumption [kWh]_1': 26.19815449501698, 'hh3_consumption [kWh]_2': 26.32366438844982, 'Office 1_3': 1547.8, 'Office 2_5': 869.3, 'school_mbo_7': 2437.3566114369532, 'EV_bus_charging_station_8': 387240.0}","{""hh3_consumption [kWh]_1"": 0.26501563702847664, ""hh3_consumption [kWh]_2"": 0.1887275273178881, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 66.52829733830092, ""EV_bus_charging_station_8"": 6134.329049879627}","{""<class 'model.agents.Solar'>"": 471318.8016}","{""hh3_consumption [kWh]_1"": 0.08978199751250732, ""hh3_consumption [kWh]_2"": 0.06393711170475413, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 22.538456572269588, ""EV_bus_charging_station_8"": 2078.1879955182203}","{""hh3_consumption [kWh]_1"": 9.781218998999934, ""hh3_consumption [kWh]_2"": 9.823739240697114, ""Office 1_3"": 127.7154986031781, ""Office 2_5"": 116.47233898717808, ""school_mbo_7"": 826.633481041789, ""EV_bus_charging_station_8"": 131190.07300821922}"
2021-08-19,"{'hh3_consumption [kWh]_1': 26.164557028518743, 'hh3_consumption [kWh]_2': 26.128263910708835, 'Office 1_3': 312.97328, 'Office 2_5': 237.96816, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 372527.9300400056}","{'hh3_consumption [kWh]_1': 26.164557028518743, 'hh3_consumption [kWh]_2': 26.128263910708835, 'Office 1_3': 1519.6, 'Office 2_5': 917.3, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 372527.9300400056}","{""hh3_consumption [kWh]_1"": 0.22396987232814758, ""hh3_consumption [kWh]_2"": 0.283597661536483, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 66.52829733830092, ""EV_bus_charging_station_8"": 6640.219483524124}","{""<class 'model.agents.Solar'>"": 451254.08016}","{""hh3_consumption [kWh]_1"": 0.07587651334732984, ""hh3_consumption [kWh]_2"": 0.09607721577532972, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 22.538456572269588, ""EV_bus_charging_station_8"": 2249.5735566283033}","{""hh3_consumption [kWh]_1"": 9.769836849299663, ""hh3_consumption [kWh]_2"": 9.757541466848023, ""Office 1_3"": 106.9348960175781, ""Office 2_5"": 81.52466146397808, ""school_mbo_7"": 832.6912088001305, ""EV_bus_charging_station_8"": 126205.91794717229}"
2021-08-20,"{'hh3_consumption [kWh]_1': 26.35488516104421, 'hh3_consumption [kWh]_2': 26.26241031535889, 'Office 1_3': 220.69912, 'Office 2_5': 239.49824, 'school_mbo_7': 2457.23712298972, 'EV_bus_charging_station_8': 374431.20756472764}","{'hh3_consumption [kWh]_1': 26.35488516104421, 'hh3_consumption [kWh]_2': 26.26241031535889, 'Office 1_3': 1500.3, 'Office 2_5': 648.6000000000001, 'school_mbo_7': 2457.23712298972, 'EV_bus_charging_station_8': 374431.20756472764}","{""hh3_consumption [kWh]_1"": 0.21638831428579985, ""hh3_consumption [kWh]_2"": 0.283597661536483, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 37.9768628411864, ""EV_bus_charging_station_8"": 3510.280055831554}","{""<class 'model.agents.Solar'>"": 386791.44263999996}","{""hh3_consumption [kWh]_1"": 0.07330803311374327, ""hh3_consumption [kWh]_2"": 0.09607721577532972, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 12.86580159333713, ""EV_bus_charging_station_8"": 1189.212677314614}","{""hh3_consumption [kWh]_1"": 9.83431621403664, ""hh3_consumption [kWh]_2"": 9.802987585815368, ""Office 1_3"": 75.67425609277808, ""Office 2_5"": 82.04302196637809, ""school_mbo_7"": 833.3686007456355, ""EV_bus_charging_station_8"": 126850.71030699759}"
2021-08-21,"{'hh3_consumption [kWh]_1': 26.254262762838934, 'hh3_consumption [kWh]_2': 26.26241031535889, 'Office 1_3': 206.2412, 'Office 2_5': 222.26319999999998, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 402000.0}","{'hh3_consumption [kWh]_1': 26.254262762838934, 'hh3_consumption [kWh]_2': 26.26241031535889, 'Office 1_3': 442.1, 'Office 2_5': 295.2, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 402000.0}","{""hh3_consumption [kWh]_1"": 0.14128332561608525, ""hh3_consumption [kWh]_2"": 0.283597661536483, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 37.9768628411864, ""EV_bus_charging_station_8"": 3510.280055831554}","{""<class 'model.agents.Solar'>"": 382055.8764}","{""hh3_consumption [kWh]_1"": 0.047863965052217364, ""hh3_consumption [kWh]_2"": 0.09607721577532972, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 12.86580159333713, ""EV_bus_charging_station_8"": 1189.212677314614}","{""hh3_consumption [kWh]_1"": 9.800227357972657, ""hh3_consumption [kWh]_2"": 9.802987585815368, ""Office 1_3"": 70.7762019551781, ""Office 2_5"": 76.20413511517809, ""school_mbo_7"": 832.6912088001305, ""EV_bus_charging_station_8"": 136190.4658082192}"
2021-08-22,"{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.183963480070908, 'Office 1_3': 187.7708, 'Office 2_5': 215.6992, 'school_mbo_7': 2057.7162500000004, 'EV_bus_charging_station_8': 386160.0}","{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.183963480070908, 'Office 1_3': 428.7, 'Office 2_5': 328.20000000000005, 'school_mbo_7': 2057.7162500000004, 'EV_bus_charging_station_8': 386160.0}","{""hh3_consumption [kWh]_1"": 0.14128332561608525, ""hh3_consumption [kWh]_2"": 0.20062291993342152, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 37.9768628411864, ""EV_bus_charging_station_8"": 3510.280055831554}","{""<class 'model.agents.Solar'>"": 357599.66760000004}","{""hh3_consumption [kWh]_1"": 0.047863965052217364, ""hh3_consumption [kWh]_2"": 0.06796703281504454, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 12.86580159333713, ""EV_bus_charging_station_8"": 1189.212677314614}","{""hh3_consumption [kWh]_1"": 9.802987585815368, ""hh3_consumption [kWh]_2"": 9.776411366956504, ""Office 1_3"": 64.51879984317807, ""Office 2_5"": 73.98038319517809, ""school_mbo_7"": 698.018919394178, ""EV_bus_charging_station_8"": 130824.19060821919}"
2021-08-23,"{'hh3_consumption [kWh]_1': 27.65476237834648, 'hh3_consumption [kWh]_2': 27.65476237834648, 'Office 1_3': 227.59936, 'Office 2_5': 313.29872, 'school_mbo_7': 2053.3331158498486, 'EV_bus_charging_station_8': 391419.8322452621}","{'hh3_consumption [kWh]_1': 27.65476237834648, 'hh3_consumption [kWh]_2': 27.65476237834648, 'Office 1_3': 1688.6999999999998, 'Office 2_5': 953.9, 'school_mbo_7': 2053.3331158498486, 'EV_bus_charging_station_8': 391419.8322452621}","{""hh3_consumption [kWh]_1"": 0.14128332561608525, ""hh3_consumption [kWh]_2"": 0.20062291993342152, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 48.335272747611924, ""EV_bus_charging_station_8"": 4474.132262696105}","{""<class 'model.agents.Solar'>"": 469409.28192}","{""hh3_consumption [kWh]_1"": 0.047863965052217364, ""hh3_consumption [kWh]_2"": 0.06796703281504454, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 16.375023701435968, ""EV_bus_charging_station_8"": 1515.7465279561864}","{""hh3_consumption [kWh]_1"": 10.274688617714302, ""hh3_consumption [kWh]_2"": 10.274688617714302, ""Office 1_3"": 78.01191939997808, ""Office 2_5"": 107.04514858077809, ""school_mbo_7"": 696.5340012067896, ""EV_bus_charging_station_8"": 132606.11657626912}"
2021-08-24,"{'hh3_consumption [kWh]_1': 27.55726988164236, 'hh3_consumption [kWh]_2': 27.719382012244637, 'Office 1_3': 486.33096, 'Office 2_5': 361.03711999999996, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 415200.0}","{'hh3_consumption [kWh]_1': 27.55726988164236, 'hh3_consumption [kWh]_2': 27.719382012244637, 'Office 1_3': 1666.7, 'Office 2_5': 550.4000000000001, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 415200.0}","{""hh3_consumption [kWh]_1"": 0.33147152730215357, ""hh3_consumption [kWh]_2"": 0.30387631827618833, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 48.335272747611924, ""EV_bus_charging_station_8"": 4474.132262696105}","{""<class 'model.agents.Solar'>"": 414683.30711999995}","{""hh3_consumption [kWh]_1"": 0.11229592401942359, ""hh3_consumption [kWh]_2"": 0.1029472191056071, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 16.375023701435968, ""EV_bus_charging_station_8"": 1515.7465279561864}","{""hh3_consumption [kWh]_1"": 10.24166010968088, ""hh3_consumption [kWh]_2"": 10.296580457286321, ""Office 1_3"": 165.66501084797807, ""Office 2_5"": 123.21796373277809, ""school_mbo_7"": 832.6912088001305, ""EV_bus_charging_station_8"": 140662.3618082192}"
2021-08-25,"{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.370649249933656, 'Office 1_3': 410.41632, 'Office 2_5': 312.57583999999997, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 373320.0}","{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.370649249933656, 'Office 1_3': 1550.1, 'Office 2_5': 557.3000000000001, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 373320.0}","{""hh3_consumption [kWh]_1"": 0.33147152730215357, ""hh3_consumption [kWh]_2"": 0.26660564869493, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 48.335272747611924, ""EV_bus_charging_station_8"": 4474.132262696105}","{""<class 'model.agents.Solar'>"": 312893.95104}","{""hh3_consumption [kWh]_1"": 0.11229592401942359, ""hh3_consumption [kWh]_2"": 0.09032066166486838, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 16.375023701435968, ""EV_bus_charging_station_8"": 1515.7465279561864}","{""hh3_consumption [kWh]_1"": 9.802987585815368, ""hh3_consumption [kWh]_2"": 9.839656772070606, ""Office 1_3"": 139.9466491087781, ""Office 2_5"": 106.80025129437809, ""school_mbo_7"": 832.6912088001305, ""EV_bus_charging_station_8"": 126474.25540821918}"
2021-08-26,"{'hh3_consumption [kWh]_1': 26.288577520652428, 'hh3_consumption [kWh]_2': 26.266546811295733, 'Office 1_3': 400.97423999999995, 'Office 2_5': 357.34848, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 440280.0}","{'hh3_consumption [kWh]_1': 26.288577520652428, 'hh3_consumption [kWh]_2': 26.266546811295733, 'Office 1_3': 1457.1, 'Office 2_5': 831.6999999999999, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 440280.0}","{""hh3_consumption [kWh]_1"": 0.17066643820630434, ""hh3_consumption [kWh]_2"": 0.20126599457065542, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 48.335272747611924, ""EV_bus_charging_station_8"": 4474.132262696105}","{""<class 'model.agents.Solar'>"": 308847.79727999994}","{""hh3_consumption [kWh]_1"": 0.05781837593553178, ""hh3_consumption [kWh]_2"": 0.06818489364064664, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 16.375023701435968, ""EV_bus_charging_station_8"": 1515.7465279561864}","{""hh3_consumption [kWh]_1"": 9.811852511624712, ""hh3_consumption [kWh]_2"": 9.804388947908851, ""Office 1_3"": 136.74786124637808, ""Office 2_5"": 121.96832627357809, ""school_mbo_7"": 832.6912088001305, ""EV_bus_charging_station_8"": 149158.96420821917}"
2021-08-27,"{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.291912065128614, 'Office 1_3': 389.9772, 'Office 2_5': 290.8088, 'school_mbo_7': 2470.5653949562993, 'EV_bus_charging_station_8': 439701.07567128504}","{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.291912065128614, 'Office 1_3': 1490.6999999999998, 'Office 2_5': 664.3, 'school_mbo_7': 2470.5653949562993, 'EV_bus_charging_station_8': 439701.07567128504}","{""hh3_consumption [kWh]_1"": 0.17066643820630434, ""hh3_consumption [kWh]_2"": 0.17669886148034397, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 51.853276436172166, ""EV_bus_charging_station_8"": 6621.557469474232}","{""<class 'model.agents.Solar'>"": 280483.2684}","{""hh3_consumption [kWh]_1"": 0.05781837593553178, ""hh3_consumption [kWh]_2"": 0.05986204029231093, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 17.566852991046407, ""EV_bus_charging_station_8"": 2243.2512395084805}","{""hh3_consumption [kWh]_1"": 9.802987585815368, ""hh3_consumption [kWh]_2"": 9.812982188602355, ""Office 1_3"": 133.02228403517807, ""Office 2_5"": 99.4260134831781, ""school_mbo_7"": 837.8839527224732, ""EV_bus_charging_station_8"": 148962.83622413714}"
2021-08-28,"{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.362850006249744, 'Office 1_3': 196.52711999999997, 'Office 2_5': 237.55424, 'school_mbo_7': 2437.913949338078, 'EV_bus_charging_station_8': 386176.1870219102}","{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.362850006249744, 'Office 1_3': 437.20000000000005, 'Office 2_5': 337.30000000000007, 'school_mbo_7': 2437.913949338078, 'EV_bus_charging_station_8': 386176.1870219102}","{""hh3_consumption [kWh]_1"": 0.17066643820630434, ""hh3_consumption [kWh]_2"": 0.27261798083140354, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 44.65981430191465, ""EV_bus_charging_station_8"": 5713.234568895037}","{""<class 'model.agents.Solar'>"": 356741.97864}","{""hh3_consumption [kWh]_1"": 0.05781837593553178, ""hh3_consumption [kWh]_2"": 0.09235751954606289, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 15.129851889202648, ""EV_bus_charging_station_8"": 1935.5296072502606}","{""hh3_consumption [kWh]_1"": 9.802987585815368, ""hh3_consumption [kWh]_2"": 9.837014544295371, ""Office 1_3"": 67.48526593277808, ""Office 2_5"": 81.38443364637808, ""school_mbo_7"": 826.8222959759321, ""EV_bus_charging_station_8"": 130829.67444750191}"
2021-08-29,"{'hh3_consumption [kWh]_1': 26.194141875915573, 'hh3_consumption [kWh]_2': 26.277545738159123, 'Office 1_3': 202.41992, 'Office 2_5': 241.03984000000003, 'school_mbo_7': 2057.7162500000004, 'EV_bus_charging_station_8': 399720.0}","{'hh3_consumption [kWh]_1': 26.194141875915573, 'hh3_consumption [kWh]_2': 26.277545738159123, 'Office 1_3': 418.9, 'Office 2_5': 432.5, 'school_mbo_7': 2057.7162500000004, 'EV_bus_charging_station_8': 399720.0}","{""hh3_consumption [kWh]_1"": 0.24179585587124253, ""hh3_consumption [kWh]_2"": 0.2447393658098007, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 44.65981430191465, ""EV_bus_charging_station_8"": 5713.234568895037}","{""<class 'model.agents.Solar'>"": 385207.98024}","{""hh3_consumption [kWh]_1"": 0.08191560005205953, ""hh3_consumption [kWh]_2"": 0.08291280234904429, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 15.129851889202648, ""EV_bus_charging_station_8"": 1935.5296072502606}","{""hh3_consumption [kWh]_1"": 9.77985960390076, ""hh3_consumption [kWh]_2"": 9.808115164351632, ""Office 1_3"": 69.48162871677809, ""Office 2_5"": 82.56528521437808, ""school_mbo_7"": 698.018919394178, ""EV_bus_charging_station_8"": 135418.04740821922}"
2021-08-30,"{'hh3_consumption [kWh]_1': 27.65476237834648, 'hh3_consumption [kWh]_2': 27.65476237834648, 'Office 1_3': 404.83111999999994, 'Office 2_5': 264.86144, 'school_mbo_7': 2057.7162500000004, 'EV_bus_charging_station_8': 484560.0}","{'hh3_consumption [kWh]_1': 27.65476237834648, 'hh3_consumption [kWh]_2': 27.65476237834648, 'Office 1_3': 1671.8000000000002, 'Office 2_5': 712.5, 'school_mbo_7': 2057.7162500000004, 'EV_bus_charging_station_8': 484560.0}","{""hh3_consumption [kWh]_1"": 0.24179585587124253, ""hh3_consumption [kWh]_2"": 0.2447393658098007, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 44.65981430191465, ""EV_bus_charging_station_8"": 5713.234568895037}","{""<class 'model.agents.Solar'>"": 380303.96664}","{""hh3_consumption [kWh]_1"": 0.08191560005205953, ""hh3_consumption [kWh]_2"": 0.08291280234904429, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 15.129851889202648, ""EV_bus_charging_station_8"": 1935.5296072502606}","{""hh3_consumption [kWh]_1"": 10.274688617714302, ""hh3_consumption [kWh]_2"": 10.274688617714302, ""Office 1_3"": 138.05449505277807, ""Office 2_5"": 90.63556686237808, ""school_mbo_7"": 698.018919394178, ""EV_bus_charging_station_8"": 164160.1426082192}"
2021-08-31,"{'hh3_consumption [kWh]_1': 27.619668497322078, 'hh3_consumption [kWh]_2': 27.65476237834648, 'Office 1_3': 535.3448800000001, 'Office 2_5': 351.67736, 'school_mbo_7': 2450.592971316446, 'EV_bus_charging_station_8': 445080.0}","{'hh3_consumption [kWh]_1': 27.619668497322078, 'hh3_consumption [kWh]_2': 27.65476237834648, 'Office 1_3': 1758.3000000000002, 'Office 2_5': 832.1, 'school_mbo_7': 2450.592971316446, 'EV_bus_charging_station_8': 445080.0}","{""hh3_consumption [kWh]_1"": 0.197185343610216, ""hh3_consumption [kWh]_2"": 0.2447393658098007, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 40.18018028590592, ""EV_bus_charging_station_8"": 5713.234568895037}","{""<class 'model.agents.Solar'>"": 313477.06536}","{""hh3_consumption [kWh]_1"": 0.06680245070826898, ""hh3_consumption [kWh]_2"": 0.08291280234904429, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 13.612241477259207, ""EV_bus_charging_station_8"": 1935.5296072502606}","{""hh3_consumption [kWh]_1"": 10.262799512700857, ""hh3_consumption [kWh]_2"": 10.274688617714302, ""Office 1_3"": 182.2699466655781, ""Office 2_5"": 120.04706423997808, ""school_mbo_7"": 831.1176950417636, ""EV_bus_charging_station_8"": 150785.1082082192}"
2021-09-01,"{'hh3_consumption [kWh]_1': 24.444031864503412, 'hh3_consumption [kWh]_2': 24.3576184308264, 'Office 1_3': 443.23504, 'Office 2_5': 242.37008000000003, 'school_mbo_7': 2996.3105, 'EV_bus_charging_station_8': 399240.0}","{'hh3_consumption [kWh]_1': 24.444031864503412, 'hh3_consumption [kWh]_2': 24.3576184308264, 'Office 1_3': 822.0999999999999, 'Office 2_5': 491.9000000000001, 'school_mbo_7': 2996.3105, 'EV_bus_charging_station_8': 399240.0}","{""hh3_consumption [kWh]_1"": 0.197185343610216, ""hh3_consumption [kWh]_2"": 0.25713415264877426, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 40.18018028590592, ""EV_bus_charging_station_8"": 5713.234568895037}","{""<class 'model.agents.Solar'>"": 351873.31487999996}","{""hh3_consumption [kWh]_1"": 0.07161377309235825, ""hh3_consumption [kWh]_2"": 0.09338598155898183, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 14.592637876235312, ""EV_bus_charging_station_8"": 2074.9325307312993}","{""hh3_consumption [kWh]_1"": 9.783391711728429, ""hh3_consumption [kWh]_2"": 9.752008080885615, ""Office 1_3"": 161.8799100463781, ""Office 2_5"": 88.92977387357809, ""school_mbo_7"": 1089.1058556091778, ""EV_bus_charging_station_8"": 144996.88900821918}"
2021-09-02,"{'hh3_consumption [kWh]_1': 24.444031864503412, 'hh3_consumption [kWh]_2': 24.513707270546675, 'Office 1_3': 558.76072, 'Office 2_5': 410.02144, 'school_mbo_7': 2954.0978567582088, 'EV_bus_charging_station_8': 400080.0}","{'hh3_consumption [kWh]_1': 24.444031864503412, 'hh3_consumption [kWh]_2': 24.513707270546675, 'Office 1_3': 1673.4, 'Office 2_5': 1536.1999999999998, 'school_mbo_7': 2954.0978567582088, 'EV_bus_charging_station_8': 400080.0}","{""hh3_consumption [kWh]_1"": 0.197185343610216, ""hh3_consumption [kWh]_2"": 0.24989236404589343, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 80.86177953569256, ""EV_bus_charging_station_8"": 5713.234568895037}","{""<class 'model.agents.Solar'>"": 354873.29784}","{""hh3_consumption [kWh]_1"": 0.07161377309235825, ""hh3_consumption [kWh]_2"": 0.09075590877418757, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 29.367381091772828, ""EV_bus_charging_station_8"": 2074.9325307312993}","{""hh3_consumption [kWh]_1"": 9.783391711728429, ""hh3_consumption [kWh]_2"": 9.808696425695222, ""Office 1_3"": 203.8365265087781, ""Office 2_5"": 149.81739479837807, ""school_mbo_7"": 1073.7750678366244, ""EV_bus_charging_station_8"": 145301.96020821916}"
