date,M1: realised_demand,M2: scheduled_demand,M3: shifted_load,M4: total_generation,M5: savings_on_ToD,M6: energy_costs
2021-07-28,"{'hh3_consumption [kWh]_1': 33.64136276917178, 'hh3_consumption [kWh]_2': 33.45984025391441, 'Office 1_3': 239.9556, 'Office 2_5': 300.6112, 'school_mbo_7': 2191.312380952381, 'EV_bus_charging_station_8': 427560.0}","{'hh3_consumption [kWh]_1': 33.64136276917178, 'hh3_consumption [kWh]_2': 33.45984025391441, 'Office 1_3': 1438.8, 'Office 2_5': 708.9000000000001, 'school_mbo_7': 2191.312380952381, 'EV_bus_charging_station_8': 427560.0}","{""hh3_consumption [kWh]_1"": 0.19251324094623135, ""hh3_consumption [kWh]_2"": 0.35140636872451303, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 30.731785637563377, ""EV_bus_charging_station_8"": 3941.7182454039976}","{""<class 'model.agents.Solar'>"": 558916.2132}","{""hh3_consumption [kWh]_1"": 0.06468059869311481, ""hh3_consumption [kWh]_2"": 0.11806551176406188, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 10.325265338508542, ""EV_bus_charging_station_8"": 1324.3384960908352}","{""hh3_consumption [kWh]_1"": 12.208633282364415, ""hh3_consumption [kWh]_2"": 12.147645347688247, ""Office 1_3"": 81.52609070717808, ""Office 2_5"": 101.90515919517807, ""school_mbo_7"": 737.1429419715589, ""EV_bus_charging_station_8"": 143652.5146082192}"
2021-07-29,"{'hh3_consumption [kWh]_1': 33.594529836543614, 'hh3_consumption [kWh]_2': 33.64136276917178, 'Office 1_3': 413.88096, 'Office 2_5': 305.57152, 'school_mbo_7': 2166.9898961930276, 'EV_bus_charging_station_8': 433599.3660117137}","{'hh3_consumption [kWh]_1': 33.594529836543614, 'hh3_consumption [kWh]_2': 33.64136276917178, 'Office 1_3': 1450.0, 'Office 2_5': 647.6999999999999, 'school_mbo_7': 2166.9898961930276, 'EV_bus_charging_station_8': 433599.3660117137}","{""hh3_consumption [kWh]_1"": 0.3546782623499789, ""hh3_consumption [kWh]_2"": 0.35140636872451303, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 48.45695173164847, ""EV_bus_charging_station_8"": 5422.944599956478}","{""<class 'model.agents.Solar'>"": 441664.07712000003}","{""hh3_consumption [kWh]_1"": 0.1191648025843459, ""hh3_consumption [kWh]_2"": 0.11806551176406188, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 16.28056664279925, ""EV_bus_charging_station_8"": 1822.000926693377}","{""hh3_consumption [kWh]_1"": 12.192898353660006, ""hh3_consumption [kWh]_2"": 12.208633282364415, ""Office 1_3"": 139.9615331599781, ""Office 2_5"": 103.57172750877808, ""school_mbo_7"": 728.9710735421114, ""EV_bus_charging_station_8"": 145681.62080083476}"
2021-07-30,"{'hh3_consumption [kWh]_1': 33.6501451117156, 'hh3_consumption [kWh]_2': 33.64136276917178, 'Office 1_3': 291.7596, 'Office 2_5': 274.6612, 'school_mbo_7': 2191.312380952381, 'EV_bus_charging_station_8': 416760.0}","{'hh3_consumption [kWh]_1': 33.6501451117156, 'hh3_consumption [kWh]_2': 33.64136276917178, 'Office 1_3': 1406.1, 'Office 2_5': 624.8, 'school_mbo_7': 2191.312380952381, 'EV_bus_charging_station_8': 416760.0}","{""hh3_consumption [kWh]_1"": 0.17279416520063906, ""hh3_consumption [kWh]_2"": 0.35140636872451303, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 48.45695173164847, ""EV_bus_charging_station_8"": 5422.944599956478}","{""<class 'model.agents.Solar'>"": 511407.7212}","{""hh3_consumption [kWh]_1"": 0.05805538362411071, ""hh3_consumption [kWh]_2"": 0.11806551176406188, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 16.28056664279925, ""EV_bus_charging_station_8"": 1822.000926693377}","{""hh3_consumption [kWh]_1"": 12.21158397381229, ""hh3_consumption [kWh]_2"": 12.208633282364415, ""Office 1_3"": 98.93119862717806, ""Office 2_5"": 93.18647819517807, ""school_mbo_7"": 737.1429419715589, ""EV_bus_charging_station_8"": 140023.9306082192}"
2021-07-31,"{'hh3_consumption [kWh]_1': 33.53442471968888, 'hh3_consumption [kWh]_2': 33.64136276917178, 'Office 1_3': 168.46588000000003, 'Office 2_5': 192.77456, 'school_mbo_7': 2191.312380952381, 'EV_bus_charging_station_8': 363000.0}","{'hh3_consumption [kWh]_1': 33.53442471968888, 'hh3_consumption [kWh]_2': 33.64136276917178, 'Office 1_3': 430.0, 'Office 2_5': 305.9, 'school_mbo_7': 2191.312380952381, 'EV_bus_charging_station_8': 363000.0}","{""hh3_consumption [kWh]_1"": 0.296795378535065, ""hh3_consumption [kWh]_2"": 0.35140636872451303, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 48.45695173164847, ""EV_bus_charging_station_8"": 5422.944599956478}","{""<class 'model.agents.Solar'>"": 423047.06136000005}","{""hh3_consumption [kWh]_1"": 0.09971731128021113, ""hh3_consumption [kWh]_2"": 0.11806551176406188, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 16.28056664279925, ""EV_bus_charging_station_8"": 1822.000926693377}","{""hh3_consumption [kWh]_1"": 12.172704236499152, ""hh3_consumption [kWh]_2"": 12.208633282364415, ""Office 1_3"": 57.50697458157808, ""Office 2_5"": 65.67420488797808, ""school_mbo_7"": 737.1429419715589, ""EV_bus_charging_station_8"": 121961.64580821917}"
2021-08-01,"{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.26241031535889, 'Office 1_3': 651.10416, 'Office 2_5': 371.10832, 'school_mbo_7': 2049.0842096750093, 'EV_bus_charging_station_8': 422640.0}","{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.26241031535889, 'Office 1_3': 1577.9, 'Office 2_5': 1232.2000000000003, 'school_mbo_7': 2049.0842096750093, 'EV_bus_charging_station_8': 422640.0}","{""hh3_consumption [kWh]_1"": 0.296795378535065, ""hh3_consumption [kWh]_2"": 0.35140636872451303, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 39.45503554488272, ""EV_bus_charging_station_8"": 5422.944599956478}","{""<class 'model.agents.Solar'>"": 445978.00752000004}","{""hh3_consumption [kWh]_1"": 0.10054833834010932, ""hh3_consumption [kWh]_2"": 0.11904944959649053, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 13.366576941895369, ""EV_bus_charging_station_8"": 1837.1851715732557}","{""hh3_consumption [kWh]_1"": 9.802987585815368, ""hh3_consumption [kWh]_2"": 9.802987585815368, ""Office 1_3"": 221.4868755439781, ""Office 2_5"": 126.62988486877808, ""school_mbo_7"": 695.0945567728778, ""EV_bus_charging_station_8"": 143182.8850082192}"
2021-08-02,"{'hh3_consumption [kWh]_1': 27.65476237834648, 'hh3_consumption [kWh]_2': 27.597594558781132, 'Office 1_3': 429.54328, 'Office 2_5': 300.38656, 'school_mbo_7': 2057.7162500000004, 'EV_bus_charging_station_8': 380217.49807211605}","{'hh3_consumption [kWh]_1': 27.65476237834648, 'hh3_consumption [kWh]_2': 27.597594558781132, 'Office 1_3': 1619.9, 'Office 2_5': 1501.5, 'school_mbo_7': 2057.7162500000004, 'EV_bus_charging_station_8': 380217.49807211605}","{""hh3_consumption [kWh]_1"": 0.296795378535065, ""hh3_consumption [kWh]_2"": 0.2247056540553758, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 39.45503554488272, ""EV_bus_charging_station_8"": 4467.412168726238}","{""<class 'model.agents.Solar'>"": 553728.95016}","{""hh3_consumption [kWh]_1"": 0.10054833834010932, ""hh3_consumption [kWh]_2"": 0.07612578148088021, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 13.366576941895369, ""EV_bus_charging_station_8"": 1513.4698945210748}","{""hh3_consumption [kWh]_1"": 10.274688617714302, ""hh3_consumption [kWh]_2"": 10.255321303801955, ""Office 1_3"": 146.42648061757808, ""Office 2_5"": 102.67076701597809, ""school_mbo_7"": 698.018919394178, ""EV_bus_charging_station_8"": 128810.98980509066}"
2021-08-03,"{'hh3_consumption [kWh]_1': 27.54228670065876, 'hh3_consumption [kWh]_2': 27.65427948137414, 'Office 1_3': 312.99456, 'Office 2_5': 229.68912, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 450600.0}","{'hh3_consumption [kWh]_1': 27.54228670065876, 'hh3_consumption [kWh]_2': 27.65427948137414, 'Office 1_3': 1501.6, 'Office 2_5': 1114.1, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 450600.0}","{""hh3_consumption [kWh]_1"": 0.251338654439917, ""hh3_consumption [kWh]_2"": 0.2461746064980237, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 39.45503554488272, ""EV_bus_charging_station_8"": 4467.412168726238}","{""<class 'model.agents.Solar'>"": 531032.41632}","{""hh3_consumption [kWh]_1"": 0.08514850935115507, ""hh3_consumption [kWh]_2"": 0.08339903318940048, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 13.366576941895369, ""EV_bus_charging_station_8"": 1513.4698945210748}","{""hh3_consumption [kWh]_1"": 10.236584107627257, ""hh3_consumption [kWh]_2"": 10.274525021878015, ""Office 1_3"": 106.94210525597808, ""Office 2_5"": 78.71988829277808, ""school_mbo_7"": 832.6912088001305, ""EV_bus_charging_station_8"": 152655.17380821917}"
2021-08-04,"{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.322770660881318, 'Office 1_3': 377.82864, 'Office 2_5': 248.15728000000001, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 409440.0}","{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.322770660881318, 'Office 1_3': 1655.6, 'Office 2_5': 1133.3, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 409440.0}","{""hh3_consumption [kWh]_1"": 0.251338654439917, ""hh3_consumption [kWh]_2"": 0.18637550647466217, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 39.45503554488272, ""EV_bus_charging_station_8"": 4467.412168726238}","{""<class 'model.agents.Solar'>"": 578132.67408}","{""hh3_consumption [kWh]_1"": 0.08514850935115507, ""hh3_consumption [kWh]_2"": 0.06314029408348605, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 13.366576941895369, ""EV_bus_charging_station_8"": 1513.4698945210748}","{""hh3_consumption [kWh]_1"": 9.802987585815368, ""hh3_consumption [kWh]_2"": 9.823436463671456, ""Office 1_3"": 128.9065948783781, ""Office 2_5"": 84.9765315375781, ""school_mbo_7"": 832.6912088001305, ""EV_bus_charging_station_8"": 138710.98900821919}"
2021-08-05,"{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.180460512528754, 'Office 1_3': 208.92176, 'Office 2_5': 217.74352, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 441360.0}","{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.180460512528754, 'Office 1_3': 440.5, 'Office 2_5': 299.70000000000005, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 441360.0}","{""hh3_consumption [kWh]_1"": 0.251338654439917, ""hh3_consumption [kWh]_2"": 0.2862282899715014, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 39.45503554488272, ""EV_bus_charging_station_8"": 4467.412168726238}","{""<class 'model.agents.Solar'>"": 627143.97072}","{""hh3_consumption [kWh]_1"": 0.08514850935115507, ""hh3_consumption [kWh]_2"": 0.09696842007654526, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 13.366576941895369, ""EV_bus_charging_station_8"": 1513.4698945210748}","{""hh3_consumption [kWh]_1"": 9.802987585815368, ""hh3_consumption [kWh]_2"": 9.775224631612575, ""Office 1_3"": 71.68432207197807, ""Office 2_5"": 74.67295792477807, ""school_mbo_7"": 832.6912088001305, ""EV_bus_charging_station_8"": 149524.84660821917}"
2021-08-06,"{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.26241031535889, 'Office 1_3': 440.374, 'Office 2_5': 285.29600000000005, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 439320.0}","{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.26241031535889, 'Office 1_3': 1811.9, 'Office 2_5': 641.2, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 439320.0}","{""hh3_consumption [kWh]_1"": 0.251338654439917, ""hh3_consumption [kWh]_2"": 0.2862282899715014, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 39.45503554488272, ""EV_bus_charging_station_8"": 4467.412168726238}","{""<class 'model.agents.Solar'>"": 564228.498}","{""hh3_consumption [kWh]_1"": 0.08514850935115507, ""hh3_consumption [kWh]_2"": 0.09696842007654526, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 13.366576941895369, ""EV_bus_charging_station_8"": 1513.4698945210748}","{""hh3_consumption [kWh]_1"": 9.802987585815368, ""hh3_consumption [kWh]_2"": 9.802987585815368, ""Office 1_3"": 150.0957119391781, ""Office 2_5"": 97.55838709917808, ""school_mbo_7"": 832.6912088001305, ""EV_bus_charging_station_8"": 148833.7354082192}"
2021-08-07,"{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.259461074112437, 'Office 1_3': 331.54832, 'Office 2_5': 270.79664, 'school_mbo_7': 2435.6975442535845, 'EV_bus_charging_station_8': 438094.8690525705}","{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.259461074112437, 'Office 1_3': 1730.0, 'Office 2_5': 817.8000000000001, 'school_mbo_7': 2435.6975442535845, 'EV_bus_charging_station_8': 438094.8690525705}","{""hh3_consumption [kWh]_1"": 0.251338654439917, ""hh3_consumption [kWh]_2"": 0.23131051417455883, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 45.679041733000105, ""EV_bus_charging_station_8"": 5805.442882648429}","{""<class 'model.agents.Solar'>"": 458216.49504}","{""hh3_consumption [kWh]_1"": 0.08514850935115507, ""hh3_consumption [kWh]_2"": 0.07836337599205705, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 15.475145758305777, ""EV_bus_charging_station_8"": 1966.767939783635}","{""hh3_consumption [kWh]_1"": 9.802987585815368, ""hh3_consumption [kWh]_2"": 9.801988441865896, ""Office 1_3"": 113.22774806877808, ""Office 2_5"": 92.64629391837809, ""school_mbo_7"": 826.0714222614074, ""EV_bus_charging_station_8"": 148418.685545849}"
2021-08-08,"{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.191415963979026, 'Office 1_3': 196.78552000000002, 'Office 2_5': 220.05903999999998, 'school_mbo_7': 2057.7162500000004, 'EV_bus_charging_station_8': 392958.43346942833}","{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.191415963979026, 'Office 1_3': 424.8, 'Office 2_5': 288.9, 'school_mbo_7': 2057.7162500000004, 'EV_bus_charging_station_8': 392958.43346942833}","{""hh3_consumption [kWh]_1"": 0.251338654439917, ""hh3_consumption [kWh]_2"": 0.2936291337804131, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 45.679041733000105, ""EV_bus_charging_station_8"": 6289.081607510467}","{""<class 'model.agents.Solar'>"": 453242.6918400001}","{""hh3_consumption [kWh]_1"": 0.08514850935115507, ""hh3_consumption [kWh]_2"": 0.09947567794212836, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 15.475145758305777, ""EV_bus_charging_station_8"": 2130.615066992396}","{""hh3_consumption [kWh]_1"": 9.802987585815368, ""hh3_consumption [kWh]_2"": 9.778936119454897, ""Office 1_3"": 67.57280668477809, ""Office 2_5"": 75.45740979037808, ""school_mbo_7"": 698.018919394178, ""EV_bus_charging_station_8"": 133127.3638989921}"
2021-08-09,"{'hh3_consumption [kWh]_1': 27.65476237834648, 'hh3_consumption [kWh]_2': 27.65476237834648, 'Office 1_3': 211.69344, 'Office 2_5': 281.88688, 'school_mbo_7': 2057.7162500000004, 'EV_bus_charging_station_8': 439560.0}","{'hh3_consumption [kWh]_1': 27.65476237834648, 'hh3_consumption [kWh]_2': 27.65476237834648, 'Office 1_3': 1838.5, 'Office 2_5': 657.3, 'school_mbo_7': 2057.7162500000004, 'EV_bus_charging_station_8': 439560.0}","{""hh3_consumption [kWh]_1"": 0.251338654439917, ""hh3_consumption [kWh]_2"": 0.2936291337804131, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 45.679041733000105, ""EV_bus_charging_station_8"": 6289.081607510467}","{""<class 'model.agents.Solar'>"": 547615.45968}","{""hh3_consumption [kWh]_1"": 0.08514850935115507, ""hh3_consumption [kWh]_2"": 0.09947567794212836, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 15.475145758305777, ""EV_bus_charging_station_8"": 2130.615066992396}","{""hh3_consumption [kWh]_1"": 10.274688617714302, ""hh3_consumption [kWh]_2"": 10.274688617714302, ""Office 1_3"": 72.62331182237808, ""Office 2_5"": 96.4034454255781, ""school_mbo_7"": 698.018919394178, ""EV_bus_charging_station_8"": 148915.0426082192}"
2021-08-10,"{'hh3_consumption [kWh]_1': 27.65476237834648, 'hh3_consumption [kWh]_2': 27.594274848893484, 'Office 1_3': 349.7364, 'Office 2_5': 323.7728, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 388875.0807920558}","{'hh3_consumption [kWh]_1': 27.65476237834648, 'hh3_consumption [kWh]_2': 27.594274848893484, 'Office 1_3': 1696.1, 'Office 2_5': 991.9, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 388875.0807920558}","{""hh3_consumption [kWh]_1"": 0.251338654439917, ""hh3_consumption [kWh]_2"": 0.28921399965783445, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 45.679041733000105, ""EV_bus_charging_station_8"": 5007.436816581958}","{""<class 'model.agents.Solar'>"": 412778.23079999996}","{""hh3_consumption [kWh]_1"": 0.08514850935115507, ""hh3_consumption [kWh]_2"": 0.09797991880408116, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 15.475145758305777, ""EV_bus_charging_station_8"": 1696.4194447216355}","{""hh3_consumption [kWh]_1"": 10.274688617714302, ""hh3_consumption [kWh]_2"": 10.254196652486216, ""Office 1_3"": 119.38950581117808, ""Office 2_5"": 110.5935574031781, ""school_mbo_7"": 832.6912088001305, ""EV_bus_charging_station_8"": 131744.00567895186}"
2021-08-11,"{'hh3_consumption [kWh]_1': 26.271119868407183, 'hh3_consumption [kWh]_2': 26.26241031535889, 'Office 1_3': 352.1748, 'Office 2_5': 387.2496, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 425767.3521966343}","{'hh3_consumption [kWh]_1': 26.271119868407183, 'hh3_consumption [kWh]_2': 26.26241031535889, 'Office 1_3': 1702.4, 'Office 2_5': 1626.8000000000002, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 425767.3521966343}","{""hh3_consumption [kWh]_1"": 0.19560260135248875, ""hh3_consumption [kWh]_2"": 0.28921399965783445, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 45.679041733000105, ""EV_bus_charging_station_8"": 4566.865018632008}","{""<class 'model.agents.Solar'>"": 481675.5756000001}","{""hh3_consumption [kWh]_1"": 0.06626624928619614, ""hh3_consumption [kWh]_2"": 0.09797991880408116, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 15.475145758305777, ""EV_bus_charging_station_8"": 1547.1625310121517}","{""hh3_consumption [kWh]_1"": 9.805938208197068, ""hh3_consumption [kWh]_2"": 9.802987585815368, ""Office 1_3"": 120.2155869631781, ""Office 2_5"": 132.09822770717807, ""school_mbo_7"": 832.6912088001305, ""EV_bus_charging_station_8"": 144242.36938539497}"
2021-08-12,"{'hh3_consumption [kWh]_1': 26.22356118279808, 'hh3_consumption [kWh]_2': 26.26241031535889, 'Office 1_3': 375.6672, 'Office 2_5': 325.8344, 'school_mbo_7': 2449.276672045923, 'EV_bus_charging_station_8': 409560.0}","{'hh3_consumption [kWh]_1': 26.22356118279808, 'hh3_consumption [kWh]_2': 26.26241031535889, 'Office 1_3': 1555.0, 'Office 2_5': 1604.6, 'school_mbo_7': 2449.276672045923, 'EV_bus_charging_station_8': 409560.0}","{""hh3_consumption [kWh]_1"": 0.2427609145820835, ""hh3_consumption [kWh]_2"": 0.28921399965783445, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 50.61519388244329, ""EV_bus_charging_station_8"": 4566.865018632008}","{""<class 'model.agents.Solar'>"": 412294.8384}","{""hh3_consumption [kWh]_1"": 0.08224254264211825, ""hh3_consumption [kWh]_2"": 0.09797991880408116, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 17.14741538349414, ""EV_bus_charging_station_8"": 1547.1625310121517}","{""hh3_consumption [kWh]_1"": 9.789826276686417, ""hh3_consumption [kWh]_2"": 9.802987585815368, ""Office 1_3"": 128.17434223517807, ""Office 2_5"": 111.29198625117809, ""school_mbo_7"": 830.671759174896, ""EV_bus_charging_station_8"": 138751.6426082192}"
2021-08-13,"{'hh3_consumption [kWh]_1': 26.294064087887772, 'hh3_consumption [kWh]_2': 26.147252310221866, 'Office 1_3': 304.61944, 'Office 2_5': 310.96528, 'school_mbo_7': 2471.6701898524316, 'EV_bus_charging_station_8': 373320.0}","{'hh3_consumption [kWh]_1': 26.294064087887772, 'hh3_consumption [kWh]_2': 26.147252310221866, 'Office 1_3': 1530.0, 'Office 2_5': 557.4000000000001, 'school_mbo_7': 2471.6701898524316, 'EV_bus_charging_station_8': 373320.0}","{""hh3_consumption [kWh]_1"": 0.23501450505155708, ""hh3_consumption [kWh]_2"": 0.2334090279144856, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 46.39446433537796, ""EV_bus_charging_station_8"": 4566.865018632008}","{""<class 'model.agents.Solar'>"": 439546.14168}","{""hh3_consumption [kWh]_1"": 0.07961821402136651, ""hh3_consumption [kWh]_2"": 0.07907431047686943, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 15.717516627539347, ""EV_bus_charging_station_8"": 1547.1625310121517}","{""hh3_consumption [kWh]_1"": 9.813711250872702, ""hh3_consumption [kWh]_2"": 9.763974356835046, ""Office 1_3"": 104.10478210237808, ""Office 2_5"": 106.2546257775781, ""school_mbo_7"": 838.258235137385, ""EV_bus_charging_station_8"": 126474.2554082192}"
2021-08-14,"{'hh3_consumption [kWh]_1': 26.260322374791734, 'hh3_consumption [kWh]_2': 26.256082313470028, 'Office 1_3': 186.47688, 'Office 2_5': 221.95376, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 366600.0}","{'hh3_consumption [kWh]_1': 26.260322374791734, 'hh3_consumption [kWh]_2': 26.256082313470028, 'Office 1_3': 437.70000000000005, 'Office 2_5': 297.1, 'school_mbo_7': 2455.237619047619, 'EV_bus_charging_station_8': 366600.0}","{""hh3_consumption [kWh]_1"": 0.13539400855477424, ""hh3_consumption [kWh]_2"": 0.22248764206797356, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 46.39446433537796, ""EV_bus_charging_station_8"": 4566.865018632008}","{""<class 'model.agents.Solar'>"": 426339.90936}","{""hh3_consumption [kWh]_1"": 0.04586878221818642, ""hh3_consumption [kWh]_2"": 0.07537436337978809, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 15.717516627539347, ""EV_bus_charging_station_8"": 1547.1625310121517}","{""hh3_consumption [kWh]_1"": 9.802280233310027, ""hh3_consumption [kWh]_2"": 9.800843785335461, ""Office 1_3"": 64.08044562557808, ""Office 2_5"": 76.09930303197808, ""school_mbo_7"": 832.6912088001305, ""EV_bus_charging_station_8"": 124197.65380821917}"
2021-08-15,"{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.114404352771892, 'Office 1_3': 194.87779999999998, 'Office 2_5': 220.2976, 'school_mbo_7': 2035.3670412568063, 'EV_bus_charging_station_8': 415680.0}","{'hh3_consumption [kWh]_1': 26.26241031535889, 'hh3_consumption [kWh]_2': 26.114404352771892, 'Office 1_3': 436.20000000000005, 'Office 2_5': 292.5, 'school_mbo_7': 2035.3670412568063, 'EV_bus_charging_station_8': 415680.0}","{""hh3_consumption [kWh]_1"": 0.13539400855477424, ""hh3_consumption [kWh]_2"": 0.28272516119666435, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 51.44021208628581, ""EV_bus_charging_station_8"": 4566.865018632008}","{""<class 'model.agents.Solar'>"": 335955.63}","{""hh3_consumption [kWh]_1"": 0.04586878221818642, ""hh3_consumption [kWh]_2"": 0.09578163011020595, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 17.42691505059191, ""EV_bus_charging_station_8"": 1547.1625310121517}","{""hh3_consumption [kWh]_1"": 9.802987585815368, ""hh3_consumption [kWh]_2"": 9.752846125810143, ""Office 1_3"": 66.92650930317808, ""Office 2_5"": 75.53822914717809, ""school_mbo_7"": 690.447454456159, ""EV_bus_charging_station_8"": 140824.9762082192}"
2021-08-16,"{'hh3_consumption [kWh]_1': 27.65476237834648, 'hh3_consumption [kWh]_2': 27.61315292563635, 'Office 1_3': 217.69760000000002, 'Office 2_5': 302.3952, 'school_mbo_7': 2057.953999745124, 'EV_bus_charging_station_8': 414600.0}","{'hh3_consumption [kWh]_1': 27.65476237834648, 'hh3_consumption [kWh]_2': 27.61315292563635, 'Office 1_3': 1411.8, 'Office 2_5': 946.3000000000001, 'school_mbo_7': 2057.953999745124, 'EV_bus_charging_station_8': 414600.0}","{""hh3_consumption [kWh]_1"": 0.13539400855477424, ""hh3_consumption [kWh]_2"": 0.24528143822772153, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 31.28300469638964, ""EV_bus_charging_station_8"": 4566.865018632008}","{""<class 'model.agents.Solar'>"": 492719.76719999994}","{""hh3_consumption [kWh]_1"": 0.04586878221818642, ""hh3_consumption [kWh]_2"": 0.08309644564278751, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 10.598056331042882, ""EV_bus_charging_station_8"": 1547.1625310121517}","{""hh3_consumption [kWh]_1"": 10.274688617714302, ""hh3_consumption [kWh]_2"": 10.260592167325164, ""Office 1_3"": 74.65740114717809, ""Office 2_5"": 103.3512540751781, ""school_mbo_7"": 698.0994642528311, ""EV_bus_charging_station_8"": 140459.09380821922}"
